name	domain	country
Economic Research Institute RAS 	http://www.ecrin.ru/	RU
Instituto de Estudios de Medicina de Montaña 	http://www.iemm.org/	ES
James J. Peters VA Medical Center Bronx NY 	http://www.bronx.va.gov/	US
USR2936 Station d'Ecologie Experimentale du CNRS à Moulis SEEM 	http://www.ecoex-moulis.cnrs.fr/	FR
Tokyo Metropolitan Institute Neuroscience 	http://tmin.igakuken.or.jp/	JP
Istituto di Biologia Agro Ambientale e Forestale 	http://www.ibaf.cnr.it/	IT
Institute of Technical Acoustics NASB 	http://www.itanas.by/	BY
UMR8213 Laboratoire de Physique et d’Étude des Matériaux / UPR5 Laboratoire Photon et Matiere 	http://www.lpem.espci.fr/	FR
National Cardiovascular Center Harapan Kita Beranda 	http://www.pjnhk.go.id/	ID
UMS2414 Réseau Interdisciplinaire pour l'Aménagement du Territoire Européen RIATE 	http://www.ums-riate.com/	FR
UPS2561 CNRS en Guyane 	http://www.guyane.cnrs.fr/	FR
Institut für Kristallzuchtung 	http://www.ikz-berlin.de/	DE
Institut Français de la Chirurgie de la Main 	http://www.institut-main.fr/	FR
UMR7130 Laboratoire d'Anthropologie Sociale, École des Hautes Etudes en Sciences Sociales 	http://las.ehess.fr/	FR
Huntington Medical Research Institute 	http://www.hmri.org/	US
Institute of Catalysis BAS 	http://ic.bas.bg/	BG
Centro de Investigación Biomédica en Red CIBER de Enfermedades Hepáticas y Digestivas 	http://www.ciberehd.org/	ES
UMR8537 Laboratoire de Photonique Quantique et Moléculaire 	http://www.lpqm.ens-cachan.fr/	FR
Instituto de Matemática y Ciencias Afines 	http://www.imca.edu.pe/	PE
University of Louisville Department of Surgery 	http://www.louisvillesurgery.com/	US
Blood Systems Research Institute 	http://www.bsrisf.org/	US
UPS1564 CNRS Formation Entreprises 	http://cnrsformation.cnrs.fr/	FR
Marine Geological Institute 	http://www.mgi.esdm.go.id/	ID
UMR6574 Centre de Recherche et de Documentation sur l'Océanie 	http://www.pacific-credo.net/	FR
Centro de Tecnologías Aeronáuticas 	http://www.ctaero.com/	ES
Heckscher-Klinikum 	http://www.heckscher-klinik.de/	DE
Institute of Applied Informatics 	http://www.iprinet.kiev.ua/	UA
West Virginia High Technology Consortium Foundation 	http://www.wvhtf.org/	US
St. Cloud VA Medical Center 	http://www.stcloud.va.gov/	US
Yad Tabenkin Research and Documentation Center of the Kibbutz Movement 	http://www.yadtabenkin.org.il/	IL
Centro Andaluz de Innovación y Tecnologías de la Información y las Comunicaciones 	http://www.citic.es/	ES
European Regional Centre for Ecohydrology International Insitute of Polish Academy of Sciences / Europejskie Regionalne Centrum Ekohydrologii Polskiej Akademii Nauk 	http://www.erce.unesco.lodz.pl/	PL
Swedish Foundry Association 	http://www.gjuteriforeningen.se/	SE
Institute of Soil Biology ASCR 	http://www.upb.cas.cz/	CZ
Instituto Nacional de Higiene Rafael Rangel 	http://www.inhrr.gob.ve/	VE
Deutsches Textilforschungszentrum Nord-West 	http://www.dtnw.de/	DE
Forest Research Institute 	http://www.fri.gr/	GR
Instituto Cubano de Investigaciones de los Derivados de la Caña de Azúcar 	http://www.icidca.cu/	CU
VA Long Beach Healthcare System 	http://www.longbeach.va.gov/	US
Centre Technique de la Teinture et du Nettoyage - Institut de Recherche sur l'Entretien et le Nettoyage 	http://www.cttn-iren.com/	FR
Electrotechnical Laboratory 	http://www.etl.go.jp/	JP
Centre for Infectious Disease Research in Zambia 	http://www.cidrz.org/	ZM
Rheumazentrum Oberammergau 	http://www.rheumazentrum-oberammergau.de/	DE
Unidad de Biofísica  	http://www.unidaddebiofisica.org/	ES
Marine Biology Laboratory 	http://www.iui-eilat.ac.il/	IL
MAASTRO Clinic 	http://www.maastro.nl/	NL
Chongqing Institute of Green and Intelligent Technology CAS / 中国科学院重庆绿色智能技术研究院 	http://www.cigit.cas.cn/	CN
Perry Institute for Marine Science 	http://www.perryinstitute.org/	US
Ludwig Boltzmann Institute for Archaeological Prospection & Virtual Archaeology / Ludwig Boltzmann Institut für Archäologische Prospektion und Virtuelle Archäologie 	http://archpro.lbg.ac.at/	AT
Fraunhofer Chalmers Centre 	http://www.fcc.chalmers.se/	DE
Instituto Português de Oncologia Francisco Gentil Lisboa 	http://www.ipolisboa.min-saude.pt/	PT
Ark Animal Hospital 	http://www.vetgateglobal.com/	US
Max Planck Institute for Intellectual Property, Competition and Tax Law 	http://www.miplc.de/	DE
Institut für e-Management 	http://www.ifem.org/	DE
Kreiskrankenhaus Sonneberg 	http://www.kkh-son.de/	DE
Wilford Hall Ambulatory Surgical Center  	http://www.whasc.af.mil/	US
Miami VA Healthcare System 	http://www.miami.va.gov/	US
VA Northern Indiana Health Care System  	http://www.northernindiana.va.gov/	US
Faserinstitut Bremen 	http://www.faserinstitut.de/	DE
Institute of Informatics Slovak Academy of Sciences 	http://www.ui.savba.sk/	SK
South Bend Medical Foundation 	http://www.sbmflab.org/	US
Sugarcane Breeding Institute India 	http://www.sugarcane.res.in/	IN
Knowledge Centre WMC Wind turbine, Materials and Constructions 	http://www.wmc.eu/	NL
Hudson Valley VA Health Care System 	http://www.hudsonvalley.va.gov/	US
Institute of Experimental and Clinical Veterinary Medicine 	http://www.iekvm.kharkov.ua/	UA
University of Washington College of Forest Resources 	http://www.packforest.org/	US
Institute of Polymers BAS 	http://www.polymer.bas.bg/	BG
Istituto di Chimica e Tecnología dei Polimeri 	http://www.ictp.cnr.it/	IT
Instituto de Biología Funcional y Genómica (Instituto de Microbiología Bioquímica) 	http://imb.usal.es/	ES
UPR3082 Laboratoire D'Enzymologie et Biochimie Structurales LEBS 	http://www.lebs.cnrs-gif.fr/	FR
Academy of Risk Sciences 	http://www.institutpr.com/	RU
Bettis Atomic Power Laboratory 	http://www.bettislab.com/	US
UMR6012 Etude des Structures, des Processus d'Adaptation et des Changements des Espaces ESPACE 	http://www.umrespace.org/	FR
Istituto di Biochimica delle Proteine 	http://www.ibp.cnr.it/	IT
Instituto de Biología Molecular y Celular de Plantas Primo Yusera 	http://www.ibmcp.upv.es/	ES
Instituto de Investigaciones en Energía No Convencional 	http://www.inenco.net/	AR
National Institute of Cholera and Enteric Diseases 	http://www.niced.org.in/	IN
Ruhrlandklinik 	http://www.ruhrlandklinikhausderlunge.de/	DE
Mpala Research Centre 	http://www.mpala.org/	KE
Instituto Universitario Feijoo del Siglo XVIII 	http://www.ifesxviii.es/	ES
Havelklinik 	http://www.havelklinik.de/	DE
UPR288 Laboratoire Energetique Moleculaire Macroscopique et Combustion Em2C 	http://www.em2c.ecp.fr/	FR
Association for the Institute of Biomedical Research on Light and Image 	http://www.aibili.pt/	PT
Kazakhstan Academy of Sciences 	http://www.akademiyanauk.kz/	KZ
Canberra Deep Space Communication Complex 	http://www.cdscc.nasa.gov/	US
Istituto di Chimica Biomolecolare 	http://www.icb.cnr.it/	IT
Bangladesh Agricultural Research Institute 	http://www.bari.gov.bd/	BD
Instituto CEU de Humanidades Angel Ayala 	http://www.angelayala.ceu.es/	ES
Veterinary and Agrochemical Research Centre CODA CERVA 	http://www.coda-cerva.be/	BE
Feza Gursey Institute 	http://www.gursey.gov.tr/	TR
Krankenhaus St Marienwörth 	http://www.st-marienwoerth.de/	DE
UMR5246 Institut de Chimie et Biochimie Moléculaires et Supramoléculaires 	http://www.icbms.fr/	FR
Japan Chemical Innovation Institute 	http://www.jcii.or.jp/	JP
Research and Development Center for Oil and Gas Technology LEMIGAS 	http://www.lemigas.esdm.go.id/	ID
Klinik Fränkische Schweiz 	http://www.klinik-fraenkische-schweiz.de/	DE
Central Plantation Crops Research Institute 	http://www.cpcri.gov.in/	IN
Centro Tecnológico de Automoción de Galicia 	http://www.ctag.com/	ES
Southeast Louisiana Veterans Health Care System 	http://www.neworleans.va.gov/	US
Survey of Israel Research Division 	http://www.soi.gov.il/	IL
National Synchrotron Radiation Research Center Taiwan 	http://www.srrc.gov.tw/	TW
Hospital Dr Luis Calvo Mackenna 	http://www.calvomackenna.cl/	CL
Centro de Estudios Avanzados de Puerto Rico y el Caribe 	http://www.ceaprc.edu/	PR
National Center for Biotechnology of the Republic of Kazakhstan 	http://www.biocenter.kz/	KZ
UMR5588 Laboratoire interdisciplinaire de Physique 	http://www-liphy.ujf-grenoble.fr/	FR
Syracuse VA Medical Center VA Healthcare Network Upstate New York  	http://www.syracuse.va.gov/	US
UPR3021 Institut pour Combustion l'Aérothermique la Réactivité et l'Environnement ICARE 	http://www.icare.cnrs-orleans.fr/	FR
Croatian Geological Survey 	http://www.hgi-cgs.hr/	HR
Malaysian Agricultural Research and Development Institute 	http://www.mardi.my/	MY
Max Planck Institut für Herz und Lungenforschung 	http://www.mpi-hlr.de/	DE
FR2559 Typologie et Universaux Linguistiques: Données et Modèles 	http://www.typologie.cnrs.fr/	FR
Imego Institute 	http://www.imego.com/	SE
Kobayasi Institute of Physical Research 	http://www.kobayasi-riken.or.jp/	JP
URA2512 Spintronique et Technologie des Composants 	http://www.spintec.fr/	FR
Beijing Proteome Research Center 	http://www.bprc.ac.cn/	CN
Institute of History Armenian Academy of Sciences 	http://www.academhistory.am/	AM
Institute of European Integration and Political Sciences ASM 	http://iiesp.asm.md/	MD
Centro Hospitalar de São João 	http://www.chsj.pt/	PT
Central Food Research Institute 	http://www.cfri.hu/	HU
SpineNevada 	http://spinenevada.com/	US
National Pediatric Myoclonus Center 	http://www.omsusa.org/	US
IIT Research Institute 	http://www.iitri.org/	US
Lahn-Dill-Kliniken GmbH 	http://www.lahn-dill-kliniken.de/	DE
Institut Cardiovasculaire Paris-Sud 	http://www.icps.com.fr/	FR
National Agricultural Extension and Research Liaison Services 	http://www.naerls.gov.ng/	NG
Centre de Recherche en Astronomie Astrophysique et Geophysique 	http://www.craag.dz/	DZ
Forest Research Institute of Athens 	http://www.fria.gr/	GR
Institute of the Human Brain RAS 	http://www.ihb.spb.ru/	RU
Hôpital Esquirol 	http://www.hopital-esquirol.fr/	FR
Jenaer Institut für Berufsbildungsforschung & Beratung 	http://www.ibb-jena.com/	DE
Dutch Institute for Psychotrauma IvP 	http://www.ivp.nl/	NL
Research Institute of Hawzeh and University 	http://www.hawzeh.ac.ir/	IR
VA Medical Center Mountain Tennessee 	http://www.mountainhome.va.gov/	US
National Research Institute of Astronomy and Geophysics, Cairo 	http://www.nriag.sci.eg/	EG
US Army Research Institute of Environmental Medicine 	http://www.usariem.army.mil/	US
VA Medical Center West Palm Beach 	http://www.westpalmbeach.va.gov/	US
Verein für Kernverfahrenstechnik und Analytik Rossendorf 	http://www.vkta.de/	DE
UMR8501 Laboratoire Charles Fabry 	http://www.lcf.institutoptique.fr/	FR
Advanced Materials and Processes Research Institute CSIR 	http://www.ampri.res.in/	IN
UMR8181 Unité de Catalyse et de Chimie du Solide 	http://uccs.univ-lille1.fr/	FR
Kyoto Prefectural Institute of Agricultural Biotechnology 	http://www.kab.seika.kyoto.jp/	JP
Centre Technique Français de la filière Viande 	http://www.adiv.fr/	FR
Centre de Lutte Contre le Cancer Paul Papin Hôpital d'Angers 	http://www.centrepaulpapin.org/	FR
Hipple Cancer Research Center 	http://www.ohiocancer.org/	US
International Centre for Science and High Technology 	http://www.ics.trieste.it/	INT
Kurt-Schwabe Institut Fuer Mess- und Sensortechnik 	http://www.ksi-meinsberg.de/	DE
GDR2865 Structure de la Turbulence et Mélange 	http://gdr-turbulence.pmmh.espci.fr/	FR
Centre Pasteur du Cameroun 	http://www.pasteur-yaounde.org/	CM
Rheinische Kliniken Bedburg-Hau 	http://www.rk-bedburg-hau.lvr.de/	DE
Swedish Foundation for International Cooperation in Research and Higher Education 	http://www.stint.se/	SE
Strata Mechanics Research Institute Polish Academy of Sciences / Instytut Mechaniki Górotworu Polskiej Akademii Nauk 	http://www.img-pan.krakow.pl/	PL
Instituto de la Lengua, Literatura y Antropología CCHS 	http://www.illa.csic.es/	ES
Adera 	http://www.adera.fr/	FR
UMR5005 Laboratoire Ampère 	http://www.ampere-lyon.fr/	FR
Clothing Textile and Fiber Technological Development Company 	http://www.etakei.gr/	GR
GDR1199 Groupement de Droit Compare 	http://www.gdc.cnrs.fr/	FR
Tucson Orthopaedic Institute 	http://www.tucsonortho.com/	US
Albany VA Medical Center VA Healthcare Network Upstate New York 	http://www.albany.va.gov/	US
Desert Research Foundation of Namibia 	http://www.drfn.org.na/	NA
VA Medical Center Asheville North Carolina 	http://www.asheville.va.gov/	US
European Transonic Windtunnel 	http://www.etw.de/	DE
Cancer Center of Kansas 	http://www.cancercenterofkansas.com/	US
Bombay Textile Research Association 	http://www.btraindia.com/	IN
Torrey Pines Institute for Molecular Studies 	http://www.tpims.org/	US
Veterinary Neurological Center 	http://www.vetneuro.com/	US
Laboratoire National de Santé Luxembourg 	http://www.lns.public.lu/	LU
Baranov Central Institute for Aviation Engine Construction 	http://www.sonbi.ru/	RU
Chemistry and Chemical Engineering Research Center of Iran Tehran 	http://www.ccerci.ac.ir/	IR
Cardiopulmonary Research Science and Technology Institute 	http://www.crsti.org/	US
Centro de Enlace para la Innovación Galactea IRC 	http://www.galacteaplus.es/	ES
Armed Forces Research Institute of Medical Sciences Thailand 	http://www.afrims.go.th/	TH
Norwegian Institute of Graphic Media 	http://www.igm.no/	NO
Partners HealthCare Center for Personalized Genetic Medicine 	http://pcpgm.partners.org/	US
Victoria's Skin and Cancer Foundation 	http://www.skincancer.asn.au/	AU
Thomson Healthcare 	http://home.thomsonhealthcare.com/	US
Institute of Biotechnology ASCR 	http://www.ibt.cas.cz/	CZ
International Max Planck Research School for Advanced Materials 	http://www.imprs-am.mpg.de/	DE
Madhya Pradesh Council of Science & Technology Bhopal 	http://mpcost.nic.in/	IN
Paracelsus-Klinik Marl 	http://www.paracelsus-klinik-marl.de/	DE
Saiseikai Karatsu Hospital 	http://www.saiseikai-karatsu.com/	JP
Institut für Binnenfischerei 	http://www.ifb-potsdam.de/	DE
Kenya Marine and Fisheries Research Institute 	http://www.kmfri.co.ke/	KE
Veterans Affairs Medical Center Northport 	http://www.northport.va.gov/	US
Center of Joint Activities ASCR 	http://www.ssc.cas.cz/	CZ
UMR8035 Centre de Sociologie Européenne 	http://cse.ehess.fr/	FR
Klinikum Bad Salzungen 	http://www.klinikum-badsalzungen.de/	DE
Miyazaki Prefecture Industrial Technology Center 	http://www.kyushu-kei.org/	JP
Nanjing Institute of Astronomical Optics & Technology CAS / 中国科学院国家天文台南京天文光学技术研究所 	http://www.niaot.cas.cn/	CN
Noguchi Institute 	http://www.noguchi.or.jp/	JP
UMR7044 Etude des Civilisations de l'Antiquité: de la Préhistoire a Byzance 	http://umr7044.u-strasbg.fr/	FR
Fundación Renal Iñigo Álvarez de Toledo 	http://www.friat.es/	ES
Misión Biológica de Galicia 	http://www.mbg.csic.es/	ES
Manne Siegbahn Laboratory 	http://www.msi.se/	SE
Instituto de Saúde de São Paulo 	http://www.isaude.sp.gov.br/	BR
National Information Technology Center 	http://www.nitc.gov.jo/	JO
GDR2340 Systèmes d'Information Géographique Méthodologies et Applications 	http://cassini.univ-lr.fr/	FR
Centro Nacional del Vidrio 	http://www.fcnv.es/	ES
Centro de Investigacion Geologicas 	http://museo.unlp.edu.ar/	AR
Fraunhofer-Einrichtung für Modulare Festkörper-Technologien 	http://www.emft.fraunhofer.de/	DE
Central Institute for Experimental Animals 	http://www.ciea.or.jp/	JP
Miami Hand Center 	http://www.miamihandcenter.com/	US
Northern India Textile Research Association 	http://nitratextile.org/	IN
Redes Temáticas de Investigación Cooperativa Sanitaria 	http://www.retics.net/	ES
Instituto de Investigación Sanitaria INCLIVA 	http://www.incliva.es/	ES
Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud 	http://www.inciensa.sa.cr/	CR
National Center for Scientific and Technical Information Kazakhstan 	http://www.inti.kz/	KZ
Canandaigua VA Medical Center VA Healthcare Network Upstate New York  	http://www.canandaigua.va.gov/	US
Hartmannspital 	http://www.hartmannspital.at/	AT
Premier Bone & Joint Centers (Gem City Bone and Joint Clinic) 	http://www.premierboneandjoint.com/	US
Hellenic Institute of Transport CERTH 	http://www.hit.certh.gr/	GR
Hoosier Oncology Group 	http://www.hoosieroncologygroup.org/	US
UMR8182 Institut de Chimie Moléculaire et des Matériaux d'Orsay ICMMO 	http://www.icmo.u-psud.fr/	FR
Fachklinik für Lungenerkrankungen 	http://www.lungenfachklinik-immenhausen.de/	DE
Hippokration General Hospital 	http://www.hippocratio.gr/	GR
Istituto di Scienze Neurologiche 	http://www.isn.cnr.it/	IT
Katholische Kliniken Oberhausen 	http://www.kk-ob.de/	DE
Laboratoire d'Etude du Rayonnement et de la Matière en Astrophysique 	http://lerma.obspm.fr/	FR
Belgian Ceramic Research Centre 	http://www.bcrc.be/	BE
Centro de Investigaciones Geológicas 	http://cig.museo.unlp.edu.ar/	AR
Institut Supérieur de Biotechnologie de Monastir 	http://www.isbm.rnu.tn/	TN
Singapore Eye Research Institute 	http://www.seri.com.sg/	SG
UMR8580 Laboratoire Structures Propriétés Modélisation des Solides 	http://www.spms.ecp.fr/	FR
Onkologischer Schwerpunkt Stuttgart 	http://www.osp-stuttgart.de/	DE
South India Textile Research Association 	http://www.sitra.org.in/	IN
Centre for Biosystems Genomics 	http://www.cbsg.nl/	NL
Leiden/Amsterdam Center for Drug Research 	http://www.lacdr.nl/	NL
Maebashi Red Cross Hospital 	http://www.maebashi.jrc.or.jp/	JP
Museo de Antropologia 	http://www.museoantropologia.unc.edu.ar/	AR
VA Medical Center Orlando 	http://www.orlando.va.gov/	US
Dutch Polymer Institute 	http://www.polymers.nl/	NL
St -Marien-Hospital Lünen 	http://www.smh-online.de/	DE
Beijing Institutes of Life Science CAS / 中国科学院北京生命科学研究院 	http://www.biols.cas.cn/	CN
Fundación para Combatir la Leucemia y otras Enfermedades Oncohematológicas 	http://www.fundaleu.org/	AR
Centro de Investigación Minera y Metalúrgica 	http://www.cimm.cl/	CL
Instituto de Investigación Nutricional 	http://www.iin.sld.pe/	PE
UMR8171 Mutations Africaines dans la Longue Durée MALD 	http://mald.univ-paris1.fr/	FR
Institute of Psychology Polish Academy of Sciences / Instytut Psychologii Polskiej Akademii Nauk 	http://www.psych.pan.pl/	PL
Institut Pasteur de Dakar 	http://www.pasteur.sn/	SN
Leicester Royal Infirmary 	http://www.uhl-tr.nhs.uk/	UK
Fritz Beske Institut für Gesundheits-System-Forschung Kiel 	http://www.igsf.de/	DE
Instituto Tecnológico de Castilla y León 	http://www.itcl.es/	ES
Istituto per i Sistemi Agricoli e Forestali del Mediterraneo 	http://www.isafom.cnr.it/	IT
Critical Illness and Trauma Foundation 	http://citmt.org/	US
V A Belyi Metal Polymer Research Institute NASB 	http://mpri.org.by/	BY
Prosthetics Research Study 	http://www.prs-research.org/	US
Institutul de Cercetari Juridice Academia Romana 	http://www.icj.ro/	RO
Instituto de Investigaciones en Ciencia y Tecnología de Materiales 	http://www.intema.gob.ar/	AR
Central Veterinary Research Laboratory Dubai 	http://www.cvrl.ae/	AE
Campbell Clinic Medical Center 	http://www.campbellclinic.com/	US
Phoenix Perinatal Associates 	http://www.perinatal.com/	US
Swedish Nutrition Foundation 	http://snf.ideon.se/	SE
VA Medical Center Battle Creek Michigan 	http://www.battlecreek.va.gov/	US
(1) Darwin Center for Biogeology 	http://www.darwincenter.nl/	NL
Dr Margarete Fischer-Bosch-Institut für Klinische Pharmakologie 	http://www.ikp-stuttgart.de/	DE
Instituto Técnico de Materiales y Construcciones 	http://www.intemac.es/	ES
Institute of Hydrodynamics ASCR 	http://www.ih.cas.cz/	CZ
Somer Psychotherapy and Psychological Research 	http://www.somer.co.il/	IL
Institutul de Virusologie Academia Romana 	http://www.virology.ro/	RO
Centre for Health Science Scotland 	http://www.centreforhealthscience.com/	UK
Insall Scott Kelly Institute 	http://www.iskinstitute.com/	US
Miyagi Children's Hospital 	http://www.miyagi-children.or.jp/	JP
Kurt Lewin Institute 	http://www.kurtlewininstitute.nl/	NL
Instituto de Economía Geografía y Demografía CCHS 	http://www.iegd.csic.es/	ES
UMR7012 Politique Religion Institutions et Sociétés: Mutations Européennes 	http://prisme.u-strasbg.fr/	FR
Blanchette Rockefeller Neurosciences Institute 	http://www.brni.org/	US
Centro Atómico Ezeiza 	http://caebis.cnea.gov.ar/	AR
Centre for Conservation and Research Colombo 	http://www.ccrsl.org/	LK
Central Institute of Agricultural Engineering 	http://www.ciae.nic.in/	IN
Housing and Building Research Center Egypt 	http://www.hbrc.edu.eg/	EG
Michael-Balint-Klinik 	http://www.michael-balint-klinik.de/	DE
Central Laboratory of Solar Energy and New Energy Sources Bulgarian Academy of Sciences 	http://www.senes.bas.bg/	BG
VA Southwest Health VISN 18  	http://www.southwest.va.gov/	US
Instituto de Investigaciones Fisiológicas y Ecológicas 	http://www.ifeva.edu.ar/	AR
Heinrich Sengelmann Krankenhaus 	http://www.heinrich-sengelmann-krankenhaus.de/	DE
Regional Environmental Center for Central and Eastern Europe Hungary Office 	http://www.rec.hu/	HU
Istituto per l'Energetica e le Interfasi 	http://www.ieni.cnr.it/	IT
FR2116 Centre Armoricain de Recherche en Environnement 	http://www.caren.univ-rennes1.fr/	FR
Central Laboratory of Optical Storage and Processing of Information BAS 	http://www.optics.bas.bg/	BG
Institut Senegalais de Recherches Agricoles 	http://www.isra.sn/	SN
Oklahoma Foundation for Digestive Research 	http://www.ofdr.org/	US
Kennebec Valley Mental Health Center 	http://www.kbhmaine.org/	US
Royal Swedish Academy of War Sciences 	http://www.kkrva.se/	SE
European Institute for Comparative Urban Research 	http://www.euricur.nl/	NL
Guangxi Education and Research Network 	http://www.gx.edu.cn/	CN
Lankenau Institute for Medical Research 	http://www.limr.org/	US
Centro Oceanográfico de Santander Instituto Español de Oceanografía 	http://www.ieo-santander.net/	ES
VA New Jersey Health Care System 	http://www.newjersey.va.gov/	US
Whipps Cross University Hospital NHS Trust 	http://www.whippsx.nhs.uk/	UK
FRE2450 Centre d'Etudes Africaines 	http://ceaf.ehess.fr/	FR
Iowa City VA Medical Center 	http://www.iowacity.va.gov/	US
John F Kennedy Institute 	http://www.kennedy.dk/	DK
UMR7647 Laboratoire de Physique des Interfaces et Couches Minces 	http://www.lpicm.polytechnique.fr/	FR
Marion VA Medical Center 	http://www.marion.va.gov/	US
Steadman Philippon Research Institute 	http://www.sprivail.org/	US
Jordan Badia Research and Development Center 	http://www.badia.gov.jo/	JO
UMR6026 Interactions Cellulaires et Moléculaires 	http://www.umr6026.univ-rennes1.fr/	FR
Narita Red Cross Hospital 	http://www.naritasekijyuji.jp/	JP
UMR5176 Laboratoire Ecologie Générale Tropicale Brunoy 	http://www.mabiodiv.cnrs.fr/	FR
Institute of Engineering Mechanics China Earthquake Administration 	http://www.iem.ac.cn/	CN
Chalmers P. Wylie VA Ambulatory Care Center in Columbus  	http://www.columbus.va.gov/	US
Sports Science Research Center 	http://www.ssrc.ac.ir/	IR
Franciszek Górski Institute of Plant Physiology Polish Academy of Sciences / Franciszek Górski Instytut Fizjologii Roślin Polskiej Akademii Nauk 	http://www.ifr-pan.krakow.pl/	PL
National Institute of Research and Development for Optoelectronics 	http://inoe.inoe.ro/	RO
Aberdeen Test Center 	http://www.atc.army.mil/	US
UMR5292 Centre de Recherche en Neurosciences de Lyon 	http://www-crnl.univ-lyon1.fr/	FR
Nikolaev Astronomical Observatory 	http://nao.nikolaev.ua/	UA
Krishi Vigyan Kendra 	http://www.kvk.pravara.com/	IN
UMS3042 Service d'Information Scientifique ST2I 	http://mi2s.imag.fr/	FR
Fondazione Cetacea Onlus 	http://fondazionecetacea.org/	IT
Institut Pasteur du Maroc 	http://www.pasteur.ma/	MA
National Atmospheric Research Laboratory Chittoor 	http://www.narl.gov.in/	IN
State Institute of Public Administration and Rural Development 	http://sipard.nic.in/	IN
Queen Victoria Women's Centre 	http://www.qvwc.org.au/	AU
Kentucky Regional Poison Center 	http://www.krpc.com/	US
Centre de Recherche Medicale et Sanitaire Niamey 	http://www.cermes.net/	NE
Centro de Investigaciones Marinas 	http://www.cimacoron.org/	ES
US Army Medical Research Institute of Chemical Defense 	http://chemdef.apgea.army.mil/	US
Tropical Forest Research Institute 	http://tfri.icfre.gov.in/	IN
Instituto de Ciencias de la Vid y Vino 	http://www.icvv.es/	ES
Marine Spill Response Corporation 	http://www.msrc.org/	US
Centre for Materials for Electronics Technology 	http://www.cmet.gov.in/	IN
Instituto Nacional de Investigación y Desarrollo Pesquero 	http://www.inidep.edu.ar/	AR
Cielo Institute 	http://www.cieloinstitute.org/	US
Stadtklinik Frankenthal 	http://www.skh-ft.de/	DE
Japan Light Metal Welding and Construction Association Inc  	http://www.jlwa.or.jp/	JP
Instituto de Ciencia de Materiales de Aragón 	http://www.icma.unizar-csic.es/	ES
Instituto de Investigaciones Fisicoquímicas, Teóricas y Aplicadas 	http://www.inifta.unlp.edu.ar/	AR
Instituto de Investigaciones Médicas Alfredo Lanari 	http://www.lanari.fmed.uba.ar/	AR
National Center for Human Resources Development 	http://www.nchrd.gov.jo/	JO
Philadelphia VA Medical Center 	http://www.philadelphia.va.gov/	US
Instituto Nacional del Carbón 	http://www.incar.csic.es/	ES
Inova Foundation 	http://www.inova.nu/	SE
UMR7248 Laboratoire d’Electronique, Antennes et Télécommunications LEAT 	http://leat.unice.fr/	FR
UMR104 Laboratoire d'Etude des Microstructures CNRS ONERA 	http://lem.onera.fr/	FR
Hcm Rajasthan State Institute of Public Administration Jaipur 	http://www.hcmripa.gov.in/	IN
VA Sierra Pacific Network VISN 21 	http://www.visn21.va.gov/	US
Klinikum Bremerhaven 	http://www.klinikum-bremerhaven.de/	DE
Moore Orthopaedic Clinic 	http://www.mooreclinic.com/	US
Ukrainian Scientific Research Institute of Radio and TV 	http://www.uniirt.com.ua/	UA
W B Carrell Memorial Clinic 	http://wbcarrellclinic.com/	US
Nippon Institute for Biological Science 	http://nibs.lin.gr.jp/	JP
National Metrology Institute of South Africa 	http://www.nmisa.org/	ZA
Roland-Klinik 	http://www.roland-klinik.de/	DE
Finnish Pulp and Paper Research Institute 	http://www.kcl.fi/	FI
Lung Center of the Philippines 	http://www.lcp.gov.ph/	PH
Centro Técnico de informática 	http://www.cti.csic.es/	ES
Human Biomolecular Research Institute 	http://www.hbri.org/	AU
Centre de Biotechnologie de Sfax 	http://www.cbs.rnrt.tn/	TN
Istituto Nazionale di Studi Sul Rinascimento 	http://www.insr.it/	IT
Istituto di Ricerche sulla Combustione 	http://www.irc.cnr.it/	IT
Grigoriev Institute of Medical Radiology 	http://imr.kharkov.ua/	UA
USR3078 Institut de Recherche Interdisciplinaire IRI 	http://www.iri.cnrs.fr/	FR
W. G. (Bill) Hefner VA Medical Center Salisbury North Carolina 	http://www.salisbury.va.gov/	US
Robert J. Dole VA Medical Center Wichita Kansas  	http://www.wichita.va.gov/	US
Consejo Nicaraguense de Ciencia y Tecnología 	http://www.conicyt.gob.ni/	NI
Institute of Immunology Croatia 	http://www.imz.hr/	HR
Kansas City VA Medical Center 	http://www.kansascity.va.gov/	US
Saint Charles Hospital 	http://www.stcharles.org/	UK
VA Illiana Health Care System Danville Illinois 	http://www.danville.va.gov/	US
Durham HSR&D 	http://www.durham.hsrd.research.va.gov/	US
Institute of Microbiology and Virology National Academy of Sciences of Ukraine 	http://www.imv.kiev.ua/	UA
Saad Specialist Hospital 	http://www.saadmedical.net/	SA
VA Mid-Atlantic Health Care Network VISN 6 	http://www.visn6.va.gov/	US
Frankenalb-Klinik Engelthal 	http://www.frankenalbklinik.de/	DE
UMR7565 Structure et Réactivité des Systèmes Moléculaires Complexes 	http://www.srsmc.uhp-nancy.fr/	FR
Kinderzentrum Pelzerhaken 	http://www.kinderzentrum-pelzerhaken.de/	DE
VA Caribbean Healthcare System 	http://www.caribbean.va.gov/	US
